time,temperature_2m (・・C),relative_humidity_2m (%),dew_point_2m (・・C),apparent_temperature (・・C),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (・・),wind_direction_100m (・・),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (・・C),soil_temperature_7_to_28cm (・・C),soil_temperature_28_to_100cm (・・C),soil_temperature_100_to_255cm (・・C),soil_moisture_0_to_7cm (m?/m?),soil_moisture_7_to_28cm (m?/m?),soil_moisture_28_to_100cm (m?/m?),soil_moisture_100_to_255cm (m?/m?),shortwave_radiation (W/m?),direct_radiation (W/m?),diffuse_radiation (W/m?),direct_normal_irradiance (W/m?),global_tilted_irradiance (W/m?),terrestrial_radiation (W/m?),is_day (),sunshine_duration (s),electricity_shutdown
2022-03-08 09:00:00,24.3,88.0,23.7,30.8,0.0,1010.4,986.5,52.0,37.0,10.0,28.0,0.39,5.9,7.2,232.0,222.0,18.0,26.1,24.2,25.1,25.4,0.296,0.315,0.309,0.293,491.0,324.0,167.0,501.3,491.0,898.0,1.0,3600.0,
2022-03-08 10:00:00,24.3,83.0,24.0,33.4,0.0,1010.2,986.4,30.0,18.0,6.0,13.0,0.59,7.1,8.6,204.0,202.0,20.2,27.5,24.5,25.1,25.4,0.294,0.313,0.309,0.293,750.0,558.0,192.0,680.9,750.0,1138.5,1.0,3600.0,0.0
2022-03-08 11:00:00,24.3,82.0,23.9,32.1,0.0,1009.6,985.8,52.0,29.0,5.0,53.0,0.64,9.5,11.8,209.0,207.0,22.7,28.0,24.8,25.1,25.4,0.291,0.311,0.309,0.293,593.0,256.0,337.0,273.0,593.0,77.2,1.0,3600.0,0.0
2022-03-08 13:00:00,24.3,89.0,23.7,30.6,0.2,1008.4,984.5,82.0,32.0,39.0,100.0,0.35,6.8,8.7,205.0,204.0,23.8,27.7,25.3,25.1,25.4,0.289,0.308,0.309,0.293,401.0,83.0,318.0,84.6,401.0,1362.2,1.0,739.39,0.0
2022-03-08 14:00:00,25.8,88.0,23.7,30.9,0.1,1007.6,983.8,52.0,99.0,9.0,100.0,0.39,6.2,7.8,249.0,248.0,19.8,27.7,25.5,25.1,25.4,0.288,0.307,0.309,0.293,372.0,54.0,318.0,59.8,372.0,1253.8,1.0,0.0,
2022-03-08 15:00:00,25.5,88.0,23.4,30.1,,1007.5,986.9,52.0,100.0,10.0,100.0,0.39,8.2,10.2,221.0,228.0,19.8,27.2,25.7,25.1,25.4,0.288,0.306,0.309,0.294,190.0,10.0,180.0,13.1,190.0,1061.0,1.0,0.0,0.0
2022-03-08 16:00:00,25.0,90.0,23.2,29.9,1.4,1007.6,983.7,61.0,28.0,10.0,100.0,0.32,4.8,6.3,207.0,222.0,19.4,26.7,25.8,25.1,25.4,0.298,0.305,0.308,0.294,194.0,32.0,162.0,55.8,194.0,796.9,1.0,0.0,0.0
2022-03-08 17:00:00,24.9,91.0,23.2,30.1,0.1,1008.2,984.3,53.0,20.0,9.0,100.0,0.3,3.1,4.1,315.0,315.0,12.6,26.2,25.8,25.1,25.4,0.297,0.305,0.308,0.294,123.0,14.0,109.0,40.5,123.0,479.6,1.0,0.0,0.0
2022-03-08 18:00:00,24.3,87.0,22.8,28.7,0.2,1008.6,986.9,100.0,18.0,38.0,100.0,0.16,3.3,7.4,229.0,231.0,12.6,25.4,25.8,25.1,25.4,0.297,0.305,0.308,0.294,24.0,0.0,24.0,0.0,24.0,144.7,0.0,0.0,0.0
2022-03-08 19:00:00,24.3,94.0,22.8,28.6,0.3,1009.4,985.4,52.0,61.0,10.0,100.0,0.17,3.8,8.1,311.0,222.0,8.3,25.1,25.6,25.1,25.4,0.305,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08 20:00:00,23.7,94.0,22.6,28.2,0.1,1010.2,986.1,52.0,100.0,9.0,100.0,0.19,5.4,9.8,250.0,246.0,9.0,24.6,25.5,25.1,25.4,0.303,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08 21:00:00,24.3,97.0,22.6,28.1,0.1,1011.0,986.9,74.0,33.0,24.0,100.0,0.09,2.5,5.8,270.0,263.0,11.5,24.2,25.4,25.1,25.4,0.301,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-08 22:00:00,23.2,96.0,22.5,27.8,0.1,1011.0,986.9,61.0,17.0,26.0,100.0,0.39,3.8,6.9,311.0,309.0,6.1,23.9,25.3,25.2,25.4,0.3,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08 23:00:00,24.3,95.0,22.3,27.2,0.1,1010.3,986.2,60.0,18.0,39.0,99.0,0.13,6.4,9.7,317.0,315.0,10.8,23.7,25.1,25.2,25.4,0.3,0.301,0.241,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 00:00:00,24.3,94.0,21.9,27.1,0.1,1009.7,985.6,54.0,20.0,10.0,99.0,0.16,4.9,9.2,230.0,296.0,11.2,23.4,25.0,25.1,25.4,0.3,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-09 01:00:00,22.8,94.0,21.8,26.9,,1009.0,986.9,44.0,17.0,0.0,97.0,0.16,5.1,8.2,309.0,293.0,8.3,23.2,24.8,25.1,25.4,0.299,0.301,0.241,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 02:00:00,24.3,93.0,21.7,26.7,0.2,1008.7,984.6,56.0,19.0,16.0,97.0,0.2,6.1,9.4,332.0,313.0,10.8,23.1,24.7,25.1,25.4,0.3,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 03:00:00,22.8,92.0,21.5,26.8,0.3,1008.6,984.5,43.0,15.0,0.0,98.0,0.21,4.3,8.4,312.0,222.0,10.1,22.9,24.6,25.1,25.4,0.302,0.301,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 04:00:00,22.5,93.0,21.4,26.5,0.2,1008.5,986.9,40.0,13.0,0.0,96.0,0.18,4.4,7.7,325.0,222.0,9.0,22.7,24.4,25.1,25.4,0.301,0.3,0.307,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 05:00:00,24.3,93.0,21.0,26.1,,1008.7,984.6,31.0,13.0,11.0,41.0,0.2,4.1,6.1,322.0,310.0,12.6,22.5,24.3,25.1,25.4,0.299,0.3,0.241,0.294,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,
2022-03-09 06:00:00,22.3,92.0,21.0,26.1,0.0,1009.3,985.1,43.0,14.0,10.0,80.0,0.21,5.4,6.2,318.0,306.0,7.6,22.3,24.1,25.1,25.4,0.297,0.3,0.307,0.294,2.0,0.0,2.0,0.0,2.0,29.8,1.0,0.0,
2022-03-09 07:00:00,24.3,90.0,22.4,28.7,0.0,1009.2,985.2,46.0,21.0,1.0,90.0,0.39,4.7,5.9,302.0,308.0,12.6,24.0,24.2,25.1,25.4,0.3,0.302,0.241,0.294,105.0,38.0,67.0,197.0,105.0,257.3,1.0,3387.55,0.0
2022-03-09 08:00:00,24.3,85.0,23.0,30.8,0.0,1009.8,985.9,18.0,18.0,10.0,4.0,0.49,3.3,3.6,264.0,270.0,12.6,25.2,24.2,25.1,25.4,0.298,0.301,0.241,0.294,323.0,193.0,130.0,448.6,323.0,597.5,1.0,3600.0,0.0
2022-03-09 09:00:00,26.8,80.0,23.1,31.6,0.2,1009.8,986.0,59.0,49.0,7.0,35.0,0.39,5.8,7.0,202.0,201.0,17.3,26.5,24.4,25.1,25.4,0.296,0.301,0.307,0.294,544.0,404.0,140.0,624.8,544.0,897.9,1.0,3600.0,0.0
2022-03-09 10:00:00,27.9,76.0,23.3,33.6,0.3,1009.4,985.7,30.0,24.0,9.0,9.0,0.89,7.2,9.1,174.0,222.0,20.2,27.7,24.7,25.1,25.4,0.294,0.3,0.307,0.294,720.0,521.0,199.0,635.6,720.0,1138.1,1.0,3600.0,0.0
2022-03-09 11:00:00,28.1,77.0,23.7,34.5,0.7,1009.0,985.3,56.0,38.0,26.0,19.0,0.88,10.8,13.3,182.0,180.0,25.6,28.8,25.0,25.1,25.4,0.296,0.298,0.241,0.294,906.0,742.0,164.0,791.4,906.0,77.2,1.0,3600.0,0.0
2022-03-09 12:00:00,24.3,85.0,25.0,35.5,,1008.0,984.3,52.0,100.0,11.0,39.0,0.56,7.8,9.8,214.0,222.0,26.6,29.4,25.4,25.1,25.4,0.304,0.298,0.307,0.294,910.0,712.0,198.0,717.6,910.0,1377.7,1.0,3600.0,0.0
2022-03-09 13:00:00,24.3,87.0,22.9,29.1,,1007.5,983.6,100.0,18.0,40.0,60.0,0.4,9.9,13.1,199.0,201.0,12.6,28.6,25.7,25.1,25.4,0.369,0.301,0.241,0.295,455.0,122.0,333.0,124.5,455.0,1360.7,1.0,1934.72,
2022-03-09 14:00:00,26.0,86.0,23.5,31.0,2.7,1007.0,983.2,100.0,52.0,43.0,96.0,0.39,5.8,7.3,240.0,222.0,21.6,28.1,25.9,25.1,25.4,0.348,0.318,0.306,0.295,464.0,177.0,287.0,196.3,464.0,1251.9,1.0,3600.0,0.0
2022-03-09 15:00:00,24.3,91.0,24.1,30.9,0.1,1006.6,982.8,100.0,100.0,19.0,100.0,0.28,6.1,7.6,183.0,222.0,16.6,27.6,26.0,25.1,25.4,0.334,0.321,0.307,0.295,283.0,55.0,228.0,72.1,283.0,1058.8,1.0,363.69,
2022-03-09 16:00:00,25.1,89.0,23.2,29.9,3.1,1006.9,986.9,100.0,65.0,35.0,100.0,0.34,5.4,8.1,211.0,212.0,15.8,27.0,26.1,25.1,25.4,0.358,0.323,0.241,0.295,167.0,18.0,149.0,31.5,167.0,794.5,1.0,0.0,
2022-03-09 17:00:00,24.3,87.0,23.1,30.1,0.4,1007.3,983.4,97.0,46.0,42.0,100.0,0.26,0.7,1.1,90.0,222.0,15.5,26.2,26.1,25.1,25.4,0.341,0.328,0.307,0.295,91.0,12.0,79.0,34.9,91.0,77.2,1.0,0.0,0.0
2022-03-09 18:00:00,24.3,95.0,23.5,29.8,0.2,1007.9,983.9,62.0,9.0,39.0,100.0,0.15,5.4,4.6,230.0,309.0,5.0,25.5,26.1,25.1,25.4,0.333,0.329,0.308,0.295,22.0,2.0,20.0,13.6,22.0,143.4,0.0,0.0,0.0
2022-03-09 19:00:00,24.3,94.0,23.4,29.6,,1008.7,984.7,68.0,18.0,36.0,100.0,0.17,5.4,3.7,339.0,259.0,4.3,25.8,26.0,25.2,25.4,0.3,0.295,0.307,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 20:00:00,24.3,94.0,23.4,29.9,0.1,1009.3,985.3,52.0,19.0,24.0,100.0,0.2,2.2,4.1,351.0,285.0,3.6,25.3,25.9,25.2,25.4,0.298,0.295,0.307,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 21:00:00,24.3,94.0,22.8,28.6,0.0,1009.5,986.9,51.0,19.0,7.0,100.0,0.17,4.0,4.6,230.0,222.0,5.8,24.8,25.8,25.2,25.4,0.296,0.295,0.307,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09 22:00:00,24.3,94.0,22.6,28.1,0.0,1009.9,985.8,100.0,89.0,30.0,100.0,0.16,5.2,6.2,286.0,260.0,6.1,24.4,25.7,25.2,25.4,0.294,0.295,0.307,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-09 23:00:00,24.3,95.0,23.1,28.9,0.2,1010.0,986.0,100.0,100.0,42.0,100.0,0.39,4.1,7.7,218.0,221.0,8.6,24.4,25.6,25.2,25.4,0.295,0.295,0.307,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-10 00:00:00,23.2,98.0,22.9,27.7,0.3,1009.6,985.5,100.0,100.0,10.0,100.0,0.05,6.6,9.7,189.0,184.0,13.3,24.2,25.5,25.2,25.4,0.296,0.295,0.306,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 01:00:00,22.8,98.0,22.5,27.7,,1009.1,985.0,100.0,78.0,31.0,100.0,0.05,1.8,3.0,217.0,166.0,15.1,23.9,25.3,25.2,25.4,0.323,0.295,0.306,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-10 03:00:00,22.8,97.0,22.3,27.4,,1008.2,984.1,78.0,11.0,64.0,100.0,0.07,3.7,5.8,299.0,330.0,6.1,23.6,25.1,25.2,25.4,0.355,0.304,0.306,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 04:00:00,24.3,98.0,22.3,27.3,1.9,1008.5,984.4,100.0,100.0,96.0,100.0,0.06,2.9,4.3,263.0,265.0,9.0,23.4,24.9,25.2,25.4,0.347,0.314,0.306,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 05:00:00,22.3,98.0,22.0,26.4,0.6,1008.9,984.8,100.0,100.0,40.0,100.0,0.06,5.9,10.3,284.0,282.0,12.6,23.3,24.8,25.2,25.4,0.337,0.319,0.307,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 06:00:00,22.5,95.0,21.7,26.8,0.1,1009.1,985.0,86.0,18.0,37.0,99.0,0.13,3.6,7.4,323.0,317.0,10.1,23.1,24.7,25.2,25.4,0.328,0.321,0.241,0.295,1.0,0.0,1.0,0.0,1.0,29.9,1.0,0.0,
2022-03-10 07:00:00,22.6,92.0,21.2,27.0,0.0,1010.0,985.9,100.0,100.0,51.0,100.0,0.22,5.4,0.5,297.0,315.0,14.0,24.0,24.4,25.2,25.4,0.348,0.312,0.306,0.295,86.0,37.0,49.0,191.7,86.0,257.6,1.0,3390.65,0.0
2022-03-10 08:00:00,24.3,92.0,21.8,27.2,1.5,1010.5,986.4,52.0,3.0,85.0,100.0,0.22,5.0,6.4,300.0,313.0,10.8,24.1,24.4,25.2,25.4,0.343,0.319,0.306,0.295,127.0,17.0,110.0,39.5,127.0,597.6,1.0,0.0,0.0
2022-03-10 09:00:00,24.6,87.0,22.2,28.6,0.4,1010.0,986.0,52.0,1.0,5.0,100.0,0.42,6.8,8.9,302.0,310.0,16.2,24.8,24.4,25.2,25.4,0.333,0.322,0.241,0.295,282.0,20.0,262.0,30.9,282.0,77.2,1.0,0.0,0.0
2022-03-10 10:00:00,26.8,87.0,23.0,32.4,0.1,1009.4,985.6,32.0,22.0,4.0,32.0,0.71,7.0,8.7,258.0,265.0,12.6,26.7,24.6,25.1,25.4,0.325,0.322,0.307,0.295,733.0,505.0,228.0,616.0,733.0,77.2,1.0,3600.0,0.0
2022-03-10 11:00:00,27.8,87.0,23.4,34.5,0.0,1008.4,984.7,58.0,18.0,10.0,22.0,0.87,6.8,8.2,238.0,241.0,20.2,28.1,24.9,25.1,25.4,0.318,0.321,0.307,0.295,863.0,641.0,222.0,683.8,863.0,1301.0,1.0,0.0,0.0
2022-03-10 12:00:00,28.5,87.0,23.4,34.5,0.2,1006.9,983.3,52.0,28.0,2.0,15.0,1.01,8.3,10.1,214.0,215.0,21.6,29.0,25.2,25.1,25.4,0.312,0.319,0.307,0.295,808.0,501.0,307.0,505.1,808.0,1376.5,1.0,3600.0,0.0
2022-03-10 13:00:00,24.3,73.0,23.4,34.7,0.1,1006.0,982.4,35.0,18.0,10.0,50.0,1.07,6.4,7.9,223.0,223.0,21.6,29.4,25.5,25.1,25.4,0.308,0.317,0.307,0.295,745.0,417.0,328.0,425.8,745.0,1359.1,1.0,0.0,0.0
2022-03-10 14:00:00,24.3,77.0,23.1,32.0,0.2,1005.5,981.8,54.0,28.0,24.0,47.0,0.82,11.0,14.1,232.0,230.0,12.6,29.5,25.9,25.2,25.4,0.304,0.316,0.306,0.296,676.0,413.0,263.0,458.5,676.0,1250.0,1.0,0.0,0.0
2022-03-10 15:00:00,24.3,87.0,23.3,31.2,0.2,1005.7,982.0,52.0,39.0,36.0,82.0,0.63,7.5,9.3,235.0,234.0,24.1,28.9,26.1,25.2,25.4,0.302,0.314,0.306,0.296,452.0,266.0,186.0,349.4,452.0,1056.5,1.0,0.0,0.0
2022-03-10 16:00:00,24.7,91.0,23.1,29.2,0.7,1006.0,982.1,100.0,83.0,38.0,98.0,0.28,5.4,9.8,252.0,253.0,19.4,27.6,26.3,25.2,25.4,0.305,0.314,0.307,0.296,166.0,29.0,137.0,50.8,166.0,791.9,1.0,0.0,0.0
2022-03-10 17:00:00,24.9,88.0,22.8,29.4,,1006.9,983.0,70.0,23.0,33.0,100.0,0.36,5.4,8.2,310.0,308.0,12.6,26.6,26.3,25.2,25.4,0.304,0.313,0.241,0.296,92.0,10.0,82.0,29.3,92.0,474.2,1.0,0.0,0.0
2022-03-10 18:00:00,24.5,90.0,22.8,29.2,,1008.0,984.0,50.0,16.0,10.0,100.0,0.3,4.7,10.2,293.0,293.0,11.5,25.8,26.3,25.2,25.4,0.302,0.312,0.307,0.296,19.0,0.0,19.0,0.0,19.0,142.0,0.0,0.0,0.0
2022-03-10 21:00:00,23.4,87.0,22.2,27.2,,1009.4,985.3,93.0,5.0,98.0,100.0,0.21,8.9,13.0,320.0,316.0,12.6,24.6,26.0,25.2,25.4,0.33,0.308,0.306,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 23:00:00,24.3,94.0,22.1,27.3,0.4,1009.3,985.2,97.0,18.0,75.0,100.0,0.17,5.9,8.2,349.0,331.0,10.1,24.0,25.7,25.2,25.4,0.327,0.313,0.306,0.296,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0
2022-03-11 00:00:00,23.2,92.0,21.9,27.2,,1008.8,984.7,64.0,18.0,47.0,100.0,0.22,6.4,12.7,317.0,313.0,11.2,23.8,25.5,25.2,25.4,0.321,0.314,0.306,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-11 01:00:00,22.8,94.0,21.8,27.0,0.0,1007.8,983.7,52.0,2.0,5.0,100.0,0.16,4.2,9.2,301.0,296.0,10.8,23.6,25.3,25.2,25.4,0.316,0.314,0.306,0.296,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0
2022-03-11 02:00:00,24.3,95.0,21.5,26.4,0.0,1007.1,983.0,52.0,0.0,8.0,98.0,0.14,4.0,8.7,297.0,294.0,7.6,23.3,25.2,25.2,25.4,0.312,0.314,0.306,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,24.3,93.0,21.2,25.6,0.0,1006.7,986.9,24.0,4.0,10.0,58.0,0.39,5.4,14.1,324.0,310.0,14.4,23.0,25.0,25.2,25.4,0.309,0.314,0.307,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:00:00,22.3,91.0,20.8,25.6,,1006.4,986.9,25.0,2.0,3.0,72.0,0.24,7.0,14.3,325.0,311.0,14.8,22.8,24.8,25.2,25.4,0.307,0.313,0.307,0.296,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0
2022-03-11 05:00:00,22.0,92.0,20.7,25.5,,1007.0,982.9,52.0,18.0,21.0,96.0,0.21,5.4,11.8,307.0,222.0,11.9,22.6,24.6,25.2,25.4,0.304,0.313,0.307,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22.0,93.0,20.7,25.6,0.0,1007.6,986.9,38.0,5.0,11.0,91.0,0.19,5.4,7.8,322.0,292.0,9.0,22.4,24.5,25.2,25.4,0.302,0.312,0.241,0.296,2.0,0.0,2.0,0.0,2.0,30.1,1.0,0.0,0.0
2022-03-11 07:00:00,24.3,87.0,22.3,28.3,0.0,1007.8,986.9,42.0,18.0,11.0,100.0,0.35,7.8,14.0,292.0,296.0,12.6,23.6,24.4,25.2,25.4,0.288,0.301,0.306,0.296,117.0,62.0,55.0,321.0,117.0,257.8,1.0,3394.16,0.0
2022-03-11 08:00:00,24.3,85.0,22.9,30.2,,1008.5,984.6,30.0,0.0,10.0,100.0,0.49,5.4,7.7,274.0,281.0,14.4,24.8,24.4,25.2,25.4,0.287,0.301,0.306,0.296,288.0,142.0,146.0,329.6,288.0,597.7,1.0,3600.0,0.0
2022-03-11 09:00:00,26.8,81.0,23.2,31.8,0.0,1007.9,984.1,31.0,18.0,1.0,100.0,0.68,4.0,5.4,280.0,290.0,14.4,26.2,24.5,25.2,25.4,0.285,0.3,0.305,0.296,482.0,238.0,244.0,367.8,482.0,897.7,1.0,3600.0,0.0
2022-03-11 10:00:00,28.0,77.0,23.6,34.2,0.0,1007.8,984.1,36.0,18.0,6.0,100.0,0.88,3.4,4.2,238.0,250.0,15.1,27.6,24.7,25.2,25.4,0.282,0.298,0.305,0.296,680.0,380.0,300.0,463.5,680.0,1137.3,1.0,3600.0,0.0
2022-03-11 11:00:00,24.3,76.0,24.1,35.7,,1007.2,983.6,52.0,18.0,10.0,100.0,0.95,4.4,5.2,235.0,245.0,18.0,28.8,25.1,25.2,25.4,0.279,0.297,0.305,0.296,775.0,514.0,261.0,548.3,775.0,1300.2,1.0,3600.0,
2022-03-11 12:00:00,28.1,87.0,24.3,34.1,2.9,1006.2,982.6,52.0,18.0,39.0,78.0,0.77,10.1,12.2,235.0,236.0,24.8,29.3,25.4,25.2,25.4,0.308,0.295,0.305,0.296,756.0,478.0,278.0,482.1,756.0,1375.3,1.0,3600.0,0.0
2022-03-11 13:00:00,24.3,82.0,24.7,34.6,2.7,1005.4,981.8,100.0,100.0,14.0,81.0,0.67,11.2,14.2,291.0,294.0,28.1,29.5,25.8,25.2,25.4,0.325,0.298,0.305,0.296,839.0,532.0,307.0,543.6,839.0,77.2,1.0,3600.0,0.0
2022-03-11 14:00:00,25.7,85.0,23.0,29.8,,1005.9,982.1,100.0,98.0,74.0,100.0,0.49,9.5,12.4,230.0,248.0,27.4,28.4,26.0,25.2,25.4,0.365,0.303,0.305,0.296,384.0,105.0,279.0,116.7,384.0,1247.9,1.0,1701.0,0.0
2022-03-11 17:00:00,25.0,89.0,23.0,29.3,,1006.0,982.1,52.0,27.0,27.0,100.0,0.35,8.0,11.7,306.0,304.0,16.6,25.8,26.1,25.2,25.4,0.335,0.323,0.305,0.296,134.0,17.0,117.0,50.0,134.0,471.4,1.0,0.0,0.0
2022-03-11 18:00:00,24.4,93.0,23.2,29.4,,1006.8,982.9,52.0,47.0,40.0,100.0,0.39,4.7,9.8,270.0,278.0,14.4,25.2,26.0,25.2,25.4,0.329,0.324,0.306,0.296,20.0,0.0,20.0,0.0,20.0,140.5,0.0,0.0,0.0
2022-03-11 19:00:00,24.4,90.0,22.6,28.6,0.3,1006.8,982.9,52.0,11.0,18.0,100.0,0.31,7.5,15.1,325.0,308.0,9.4,26.0,25.9,25.2,25.4,0.323,0.31,0.302,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-11 20:00:00,24.3,91.0,22.8,28.6,0.0,1007.5,983.6,57.0,9.0,32.0,100.0,0.28,5.4,15.5,291.0,222.0,13.7,25.1,25.8,25.2,25.4,0.317,0.31,0.302,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:00:00,24.3,92.0,22.5,28.0,0.0,1007.7,983.7,46.0,2.0,24.0,100.0,0.25,8.5,13.8,230.0,311.0,13.7,24.6,25.7,25.2,25.4,0.313,0.311,0.241,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 22:00:00,24.3,91.0,22.1,27.9,0.0,1008.0,984.0,59.0,18.0,21.0,100.0,0.26,5.7,10.5,325.0,301.0,14.0,24.2,25.6,25.3,25.4,0.309,0.311,0.302,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 23:00:00,24.3,87.0,21.8,27.3,0.0,1007.9,986.9,52.0,10.0,10.0,100.0,0.2,3.9,5.0,338.0,300.0,9.4,23.9,25.4,25.3,25.4,0.306,0.31,0.302,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 00:00:00,22.8,94.0,21.7,27.0,0.0,1007.3,983.2,48.0,11.0,13.0,100.0,0.17,5.4,5.2,230.0,286.0,6.5,23.6,25.3,25.3,25.4,0.304,0.31,0.302,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-12 01:00:00,24.3,95.0,21.5,26.4,0.0,1006.7,982.6,39.0,8.0,3.0,100.0,0.14,4.7,6.4,230.0,317.0,6.5,23.4,25.1,25.3,25.4,0.302,0.31,0.303,0.297,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0
2022-03-12 02:00:00,24.3,93.0,21.4,26.5,0.0,1006.2,982.1,56.0,18.0,15.0,100.0,0.19,4.4,5.1,279.0,274.0,7.2,23.2,25.0,25.3,25.4,0.3,0.309,0.303,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 03:00:00,22.1,95.0,21.3,26.1,0.0,1006.1,982.0,73.0,25.0,34.0,100.0,0.13,4.2,4.5,329.0,284.0,5.4,23.0,24.8,25.2,25.4,0.298,0.309,0.303,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 04:00:00,24.3,93.0,21.2,26.3,0.0,1006.1,982.0,51.0,18.0,19.0,100.0,0.18,4.0,5.7,355.0,342.0,6.1,22.9,24.7,25.2,25.4,0.296,0.308,0.303,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:00:00,23.2,86.0,20.8,26.9,0.0,1006.7,982.7,52.0,5.0,30.0,100.0,0.39,5.4,5.1,280.0,262.0,6.5,22.7,24.5,25.2,25.4,0.295,0.307,0.303,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:00:00,21.9,93.0,20.8,25.5,0.0,1007.1,983.0,42.0,6.0,11.0,100.0,0.17,5.1,5.9,45.0,47.0,6.1,22.5,24.4,25.2,25.4,0.293,0.307,0.241,0.297,3.0,0.0,3.0,0.0,3.0,77.2,1.0,0.0,0.0
2022-03-12 07:00:00,24.1,88.0,22.0,28.5,0.0,1007.3,983.3,52.0,3.0,5.0,100.0,0.36,3.9,6.4,22.0,16.0,9.4,24.1,24.3,25.2,25.4,0.294,0.307,0.303,0.297,116.0,62.0,54.0,320.7,116.0,258.1,1.0,3398.01,0.0
2022-03-12 08:00:00,25.9,84.0,22.9,31.1,0.0,1008.0,984.2,40.0,3.0,12.0,99.0,0.55,1.5,1.0,194.0,225.0,9.4,25.4,24.4,25.2,25.4,0.292,0.306,0.303,0.297,327.0,187.0,140.0,433.7,327.0,597.8,1.0,3600.0,
2022-03-12 09:00:00,24.3,83.0,23.8,32.6,0.0,1008.1,986.9,35.0,1.0,7.0,100.0,0.61,2.9,2.9,187.0,222.0,13.3,26.9,24.6,25.2,25.4,0.29,0.305,0.303,0.297,567.0,391.0,176.0,604.0,567.0,897.6,1.0,3600.0,0.0
